RMP_Link,Real_Name,RMP_Name,Match Status
https://www.ratemyprofessors.com/professor/2512871,Konstantin Matveev,Konstantin Matveev,good
https://www.ratemyprofessors.com/professor/438247,Siddhartha Sahi,Siddhartha Sahi,good
https://www.ratemyprofessors.com/professor/544629,Avraham Soffer,Avraham Soffer,good
https://www.ratemyprofessors.com/professor/1886539,Swastik Kopparty,Swastik Kopparty,good
https://www.ratemyprofessors.com/professor/343064,Jerrold Tunnell,Jerrold Tunnell,good
https://www.ratemyprofessors.com/professor/2509837,Charles Weibel,Charles Weibel,good
https://www.ratemyprofessors.com/professor/2231317,Claire Burrin,Claire Burrin,good
https://www.ratemyprofessors.com/professor/2328126,Purvi Gupta,Purvi Gupta,good
https://www.ratemyprofessors.com/professor/655502,Sheldon Goldstein,Sheldon Goldstein,good
https://www.ratemyprofessors.com/professor/2512867,William Cuello,William Cuello,good
https://www.ratemyprofessors.com/professor/1850967,Triet Pham,Triet Pham,good
https://www.ratemyprofessors.com/professor/2509836,Kimberly Weston,Kimberly Weston,good
https://www.ratemyprofessors.com/professor/2424693,Guy Reynolds,Guy Reynolds,good
https://www.ratemyprofessors.com/professor/2795764,Lynn Harris,Lynn Harris,good
https://www.ratemyprofessors.com/professor/2759955,Christina Bifulco,Christina Bifulco,good
https://www.ratemyprofessors.com/professor/2740410,Sophia Gonet,Sophia Gonet,good
https://www.ratemyprofessors.com/professor/1862610,Matthew Sequin,Matthew Sequin,good
https://www.ratemyprofessors.com/professor/1772955,Debra Gulick,Debra Gulick,good
https://www.ratemyprofessors.com/professor/437531,Michael Weingart,Michael Weingart,good
https://www.ratemyprofessors.com/professor/2720134,Paul Martorano,Paul Martorano,bad
https://www.ratemyprofessors.com/professor/2975858,Scott Farro,Scott Farro,bad
https://www.ratemyprofessors.com/professor/2899264,Joanne Kennedy,Joanne Kennedy,good
https://www.ratemyprofessors.com/professor/1242792,John Kerrigan,John Kerrigan,good
https://www.ratemyprofessors.com/professor/1869057,Nishali Mehta,Nishali Mehta,good
https://www.ratemyprofessors.com/professor/1811412,Liping Liu,Liping Liu,good
https://www.ratemyprofessors.com/professor/2821761,Malcolm Bowles,Malcolm Bowles,good
https://www.ratemyprofessors.com/professor/2727756,Laurent Vera,Laurent Vera,good
https://www.ratemyprofessors.com/professor/122807,James Lepowsky,Jim Lapowski,bad
https://www.ratemyprofessors.com/professor/2817362,Jennifer Vasquez,Jennifer Vasquez,good
https://www.ratemyprofessors.com/professor/18917,Vladimir Scheffer,Vladimir Scheffer,good
https://www.ratemyprofessors.com/professor/2738244,Carrie Frizzell,Carrie Frizzell,good
https://www.ratemyprofessors.com/professor/2768913,Narek Hovsepyan,Narek Hovsepyan,good
https://www.ratemyprofessors.com/professor/2545317,Mariusz Mirek,Mariusz Mirek,good
https://www.ratemyprofessors.com/professor/2611757,Laura Silverstein,Laura Silverstein,good
https://www.ratemyprofessors.com/professor/2606266,Shira Gilat,Shira Gilat,good
https://www.ratemyprofessors.com/professor/2471475,Daniel Ketover,Daniel Ketover,good
https://www.ratemyprofessors.com/professor/2652022,Chi Li,Chi Li,good
https://www.ratemyprofessors.com/professor/2617206,Zongyuan Li,Zongyuan Li,good
https://www.ratemyprofessors.com/professor/2513120,Denis Kriventsov,Dennis Kriventsov,bad
https://www.ratemyprofessors.com/professor/2906726,Ian Jauslin,Ian Jauslin,good
https://www.ratemyprofessors.com/professor/2875067,Priyadip Mondal,Priyadip Mondal,good
https://www.ratemyprofessors.com/professor/2892129,Benjamin Gunby,Benjamin Gunby,good
https://www.ratemyprofessors.com/professor/2605943,Abid Ali,Abid Ali,good
https://www.ratemyprofessors.com/professor/2605944,Yunbai Cao,Yunbai Cao,good
https://www.ratemyprofessors.com/professor/2513489,Kasper Larsen,Kasper Larsen,good
https://www.ratemyprofessors.com/professor/2514778,Fioralba Cakoni,Fioralba Cakoni,good
https://www.ratemyprofessors.com/professor/387280,Doron Zeilberger,Doron Zeilberger,good
https://www.ratemyprofessors.com/professor/2799402,Eilidh Mckemmie,Eilidh McKemmie,bad
https://www.ratemyprofessors.com/professor/2609288,Eric Ling,Eric Ling,good
https://www.ratemyprofessors.com/professor/2605941,Yuhan Sun,Yuhan Sun,good
https://www.ratemyprofessors.com/professor/2604359,Ziming Shi,Ziming Shi,good
https://www.ratemyprofessors.com/professor/2613542,Yanwen Luo,Yanwen Luo,good
https://www.ratemyprofessors.com/professor/2605942,Christopher Lutsko,Chris Lutsko,bad
https://www.ratemyprofessors.com/professor/2555847,Yotam Smilansky,Yotam Smilansky,good
https://www.ratemyprofessors.com/professor/2876484,Jodi Dunkelman,Jodi Dunkelman,good
https://www.ratemyprofessors.com/professor/2846276,Michael Woodbury,Michael Woodbury,good
https://www.ratemyprofessors.com/professor/3070696,Mohammad Jabbari,Mohammad Jabbari,good
https://www.ratemyprofessors.com/professor/2822588,Tyler Volpe,Tyler Volpe,good
https://www.ratemyprofessors.com/professor/2834107,Paul Ellis,Paul Ellis,good
https://www.ratemyprofessors.com/professor/2845084,Georgios Mavrogiannis,Georgios Mavrogiannis,good
https://www.ratemyprofessors.com/professor/2828797,Zilu Ma,Zilu Ma,good
https://www.ratemyprofessors.com/professor/2055469,Alex Kontorovich,Alex Kontorovich,good
https://www.ratemyprofessors.com/professor/2973148,Zehui Zhou,Zhou Zehui,bad
https://www.ratemyprofessors.com/professor/2902743,Maria Soria Carro,Maria Soria Carro,bad
